Rating,steming_data,Score,Sentiment
5,aplikasi halodoc angat bantu saat praktek dokter cari obat dokter layan detail keluh pasien,-2,Negatif
5,alam bagus respon,1,Positif
5,pas bangetcuman ongkirnya diturunin harganyawkwkw,1,Positif
5,mantap jos pokok,1,Positif
5,bantu overthinking sehat,0,Netral
5,responsif bantu,0,Netral
5,mantap dokter,1,Positif
5,profesional terima kasih,1,Positif
5,easy use tampil aplikasi tarik,0,Netral
1,buang duit dokter responnya jawab hilang duluan kocak,-2,Negatif
5,bagus layan dokter ya,1,Positif
5,bguss banget,1,Positif
5,doc konsultasi,1,Positif
5,bantu mudah paham beli obat langsung koneksi apotik dekat rumah bantu rumah beli obat,1,Positif
5,bantu respon dokter cepat,1,Positif
5,bagus pelayanann,0,Netral
5,mantulmantap,0,Netral
5,bantu thanks,1,Positif
3,bintang ajamasa kemarin tanggal januari baru dah suruh baru tolong bikin nyaman,-2,Negatif
3,apotik kerjasama halo doc sediit,2,Positif
1,dokter alas wawancara alas sibuk wawancara dokter jam rekomendasi aplikasi,1,Positif
5,bagus banget,1,Positif
5,layan cepat dokter ramah,0,Netral
5,dokter ramah cepat respon ya moga cocok resep dokter dokter cantik,4,Positif
5,bantu alhamdulillah,1,Positif
5,bantu banget pas dokter offline,2,Positif
5,bantu dokter langsung,1,Positif
5,konsultasi dokter puas obat cepat sesuai estimasi,2,Positif
1,ribet ruwet,-2,Negatif
5,reaksi cepatdan dokter ramah,0,Netral
5,ngebantuuuu banget,1,Positif
1,gratis aplikasi bayar langgan,1,Positif
5,daftar ya tampil error,0,Netral
4,konsultasi jalan konsultasi sehat mental terima kasih halodoc,3,Positif
1,dokter ketus buruk orang tuh butuh afirmasi positif katai bikin down heran ya dokter kayak,-2,Negatif
5,guna banget,2,Positif
5,bantu sesi konsultasi dokter spesialis percaya,3,Positif
5,terbantuterimakasih,0,Netral
5,bantu rs,0,Netral
5,bantu butuh konsultasi dokter spesialis apa repot antri jam rumah sakityg ketemu dokter menitklo rstingkat layan nyaharga jangkau,1,Positif
5,respect banget dokter chatt langsung konsultasi cepat terima kasih halodoc,4,Positif
5,ok padat,1,Positif
5,bantu halodoc terima kasih,1,Positif
5,beli obat percaya konsultasi dokter,1,Positif
2,gagal verifikasi profil batas upload ktp ya cepat,-1,Negatif
1,kecewa banget dokter aplikasi halodoc niat konsultasi kandung eh tau responya slow jawab singkat kayak dokter wehh bayar sesal senyesel rating zonk,-1,Negatif
3,semenjak kolab kemenkes harga konsul,1,Positif
5,mudah konsultasi cepat,1,Positif
5,keluh sakit langsung konsultasi dokter spesialis bantu,2,Positif
5,dokter ramah konsultasi cepat,1,Positif
5,lumayan bantu mager,-1,Negatif
5,bagusmembantu,0,Netral
5,manfaat cepat akurattanpa rumahdengan keluh kitadokter menganalisa sakit resep batu sembuh kitagood job,2,Positif
5,bantu konsultasi dokter jarak tunggu,1,Positif
5,bagus,0,Netral
5,saran solutif,0,Netral
5,dokter ramah ramah resep catat medis,1,Positif
5,terima kasih bergina malam sehat urgent,0,Netral
5,bantu banget,1,Positif
5,aplikasi bantu terima kasih halodoc,0,Netral
5,makasihhhh,0,Netral
5,membntu,0,Netral
5,mantap layan ya detail,3,Positif
5,bagusssssss fungsi banget,1,Positif
5,dokter ya cekat bantu,1,Positif
4,tolong drg nama wulan asri asih catat dokter resep ya selasa,2,Positif
5,terimakasih bantu,1,Positif
5,bantu klinikrs,0,Netral
5,mudah layan produk sesuai butuh,1,Positif
5,puas solusi suka bingung ketemu dokter langsung,4,Positif
1,gue pesan obat anak gue jam status ubah lapor cs suruh tunggu xjam pakai halodoc harap antar obat cepat suruh tunggu cs solusi asli payah,-2,Negatif
5,ok tagan cepat,1,Positif
3,pilih kirim ya reguler instan,1,Positif
5,ok banget,2,Positif
5,kali konsultasi dokter halodoc muas hasil sesuai harap,4,Positif
1,daftar ya,1,Positif
5,sip bagus bantu anak rantau mandiri bagus banget nih aplikasi sukses,-1,Negatif
1,drivers hubung customer customer informasi kirim sistem miss komunikasi,-1,Negatif
5,detail banget informasi,2,Positif
5,ramah,0,Netral
5,alhmdulillah dokter bagus sesuai keluhanan obat paten,0,Netral
5,recommended bantu terima kasih,1,Positif
1,update paket terima,2,Positif
1,anjir pesan obat resi kasih pas update vitur chat admin hilang batal order tolong kembali uang,0,Netral
5,bantu saat darurat rumah,1,Positif
5,ya singkat,0,Netral
1,chat gratis dokter bayar,2,Positif
5,bantu big thanks for halodoc and team dokter ramah puol,2,Positif
5,bantu rumah antri dokter alam tks halodoc,1,Positif
5,bantu konsultasi online dokter kompeten bidang ramah rekomendasi bantu proses sembuh,3,Positif
5,bagus sih cuman tingkat fast respon,2,Positif
5,cepat praktis,1,Positif
5,solusi cepat saat darurat,1,Positif
5,dokter bagus detail,1,Positif
5,konsultasi dokter teresia dokter ramah,1,Positif
5,mudah cepat solusi,1,Positif
5,bagus,0,Netral
4,bayar ya,1,Positif
5,aman percaya,1,Positif
5,ok bagus gercep,1,Positif
5,efektif efesien,1,Positif
5,fast responoke banget,1,Positif
5,obat ya mahal,1,Positif
5,moga cocok halodoc,1,Positif
1,bayar dokter respon wkakak banget bintang rate,2,Positif
5,cepat respony,0,Netral
1,alam buruk,-1,Negatif
5,suka,0,Netral
5,mantap pokok baik,1,Positif
5,dokter ramah banget layan jelas mudah paham,1,Positif
5,bantu susah periksa langsung dokter,-1,Negatif
5,keren,0,Netral
5,alam aplikasi dokter bagus moga cocok,0,Netral
3,bayar sesuai harga min dokter ya sibuk chat batal uang ya yaaaah,4,Positif
1,bayar,0,Netral
4,baik alamat atur jarak apotek alamat tuju niat ribet pergi driver tambah uang titik lokasi nya beda titik lokasi lokasi ribet nya kali cek hp pantau driver sakit,-5,Negatif
1,bayar eh eror akses sih rugi,-1,Negatif
5,layan cepat,0,Netral
5,aplikasi bagus membntu orang kadang malu konsultasi langsung dokter,2,Positif
5,bagus langsung balas dokter,1,Positif
5,bantu konsultasi,1,Positif
4,mudah konsultasi,1,Positif
5,dokter cepat tanggap thd keluh jelas detail saran konsultasi ulang kembang sakit keluh obat resep,3,Positif
5,aplikasi bantu darurat obat obat bagus,-3,Negatif
5,bantu,0,Netral
5,dokter ramah ramah obat anjur cocok,-2,Negatif
5,bagus,0,Netral
4,sagt mrmbantu,0,Netral
5,keren sih dokter ya responsif layan ya hilang pas bahas kendala ya puas sih dokter ya menit hilang on off on off pdahl udsh atur jadwal salut sih dokter cepat banget balas ya kadang jwabannya muas is ok ku suka layan,12,Positif
5,bagus mantap,1,Positif
5,batu informasi putar sehat,0,Netral
5,qlhamdulillah tervantu,0,Netral
5,rajin rajin diskon member,1,Positif
5,dokter cepat merespon keluh pasien,1,Positif
5,aplikasi sehat baik,-1,Negatif
5,thanks halo doc bantu,2,Positif
5,kepake banget sih konsultasi,2,Positif
5,kali konsultasi aplikasi halo dok dokter ramahpenjelasan sesuai keinginansaya sukaselalu solusi,4,Positif
5,bantu mana app guna thanks,2,Positif
5,baagus dokter cepat balas,0,Netral
5,keren banget selesai resah rumah,1,Positif
4,praktis,1,Positif
3,bintang ya kali,1,Positif
5,bantu,0,Netral
5,respon cepat mudah,1,Positif
5,bagus layan fast respons,1,Positif
5,dokter fast respon ramah pilih apotek asuransi mantap,1,Positif
5,aplikasi simple mudah konsultasi dokter nyaman solusi menit konsultasi terimakasih halodoc mudah konsultasi sehat,6,Positif
5,simple akurat,1,Positif
5,menbantu,0,Netral
5,gerceep,0,Netral
5,manfaat layan cepat,1,Positif
5,layan dokter online ramah admin oke kirim cepat terima kasih,3,Positif
5,mudah cepat akses,1,Positif
5,banget dokter ramah jelas sulit paham,1,Positif
5,penjelasn dokter ya muas,2,Positif
5,mantul,0,Netral
3,kecewa dokter slow respon sedangakan batas anda dokter sepenuh ya konsultasi terima layan hasil konsultasi tetakhir jawab konsultasi otomatis dokter slow respon biaya keluar kecewa layan moga bahan baik kdepannya,8,Positif
5,bantu beli obat konsultasi order cek sehat banget moga depan banyak promonya ya,2,Positif
5,respon dokter cepat bantu,1,Positif
2,deskripsi dokter detail masak bayar salah dokter salah cari dokter bayar,-3,Negatif
2,installtadi update login pdhllagi butuh konsultasi,0,Netral
5,ok mantap,2,Positif
5,alhamdulillah periksa halodok cepat,0,Netral
4,kali konsultasi virtual vibesnya kayak langsung dokter fast respon tele tele,2,Positif
5,obat ya mahal,1,Positif
5,the best apps jarang rumah rs konsultasi,2,Positif
5,muas ramah,1,Positif
5,puas jaeabanya,1,Positif
5,cepat respon cepat tangan sht,2,Positif
5,dokter fast respon jelas lengkap,1,Positif
5,dokterdokternya alam,0,Netral
1,tolong tambah metode bayar transfervirtual account mudah,0,Netral
5,fast respon,1,Positif
4,oke bantu,1,Positif
1,respon ya bantu,2,Positif
5,dokter fast respon senang,1,Positif
5,bagusssss banget,1,Positif
5,app rekomend dokter spknya,0,Netral
2,maps aplikasi bosok asih rekomendasi akurat,-1,Negatif
5,keren sih cocok orang rs klinik dokter langgan tinggal cocok dokter sembuh tambah keluh sakit coba deh pakai halodoc eh terus pakai halodoc dokter bagus obat paten minum langsung sembuh,2,Positif
1,duit hilang pesan gopay pakai instan,0,Netral
5,halo doc memanh baik,1,Positif
5,dokter ya komunikatif mantap,2,Positif
5,bantu klinik,0,Netral
5,cepat lugas,1,Positif
5,respon dokterny cepat ramah,1,Positif
5,konsultasi dokter mridwan hakiki enak banget diagnosasehingga sembuh sehat walafiat thank you,3,Positif
5,dokter ramahfast responobtny trjngkau,0,Netral
5,good job,1,Positif
4,aplikasi bagus mudah pilih obat beli kirim cepat deskripsi ya lengkap depan tambah bayar cod tambah opsi alamat terima manual luas jangkau layan dokter panggil rumah orang ya fasilitas sehat,3,Positif
5,respon cpat cuman dkasih resep has pasien sakit typingnya lambat,2,Positif
5,responsif bagus layan,0,Netral
5,terima kasih halodoc saat butuh,0,Netral
4,lokasi sedia homelab,1,Positif
5,bantu konsultasi sehat info putar sehat manfaat,1,Positif
5,dokter ramah solusi obat anak,-1,Negatif
5,bagus orang konsultasi sehat,1,Positif
5,bagus banget aplikasi simple kirim cepat pakai ribet konsultasi dokter langsung bantu banget beli obat dada cari apotek,2,Positif
5,bantu pas emergensi kota,-1,Negatif
5,cepat tanggapterimah kasih halodoc,0,Netral
5,konsultasi masyaallah ubah tahap,1,Positif
5,dokter pribadi mana,0,Netral
5,dokter ya ramah detail,2,Positif
5,bagus,0,Netral
5,bantu dokter fast respon,1,Positif
5,aplikasi bantu,-1,Negatif
5,apk solusi ribet dokter layan ya bagus banget ya profesional,3,Positif
5,aplikasi mudah pasien rumah,0,Netral
5,bantu banget,1,Positif
5,tolong diupdate google map kirim sesuai alamat,2,Positif
5,cepat jelas bagus,0,Netral
5,baik bantu,0,Netral
5,halodoc tau sehat mental konsultasi dokter milik hypophrenia halodoc tau depan obat,-1,Negatif
5,konsultasi mudah,1,Positif
5,drferonika favorit,0,Netral
5,tolong diperbaikipas konsultasi ngebug,1,Positif
5,mantap percaya,2,Positif
1,kecewa,0,Netral
5,puas,1,Positif
5,membantutapi durasi tanyatanya,0,Netral
5,layan dokter fast respon batu saat dokter langsung online konsultasi,3,Positif
5,membqntu konsultasi dokter,1,Positif
5,puas banget halodocdokternya ramahresponnya cepatsejauh sih baguuss bangatt pelayanannyahalodoc baik bantu,2,Positif
5,bantu halodoc,0,Netral
5,bagus,0,Netral
5,bantu apk anak pesan obat sakit,-3,Negatif
5,wa,0,Netral
5,bantu praktis,1,Positif
5,respon cepat,1,Positif
1,parah banget bayar menit selesai transaksi tibatiba terang selesai dokter sibuk konsultasi,2,Positif
5,bantu mudah,0,Netral
5,dokter ramah tanggap moga cocok sehat,2,Positif
5,layan,0,Netral
5,dokter sigap layan,0,Netral
5,kali aplikasi alhamdulillah muas dokter informatif cepat tanggap terimakasih halodoc dokter dokter,3,Positif
5,bantu ya malam konsultasi dokter direspon cepat,1,Positif
5,bantu butuh obatobatan suplemen perlu sehat tubuh susah rumah terima kasih,1,Positif
5,bagus sesi ya kurangcepet banget selesai,2,Positif
5,sakit skizofrenia paranoid terima kasih bantu,0,Netral
5,layan,0,Netral
5,dokter cepat responnyaterima kasih halodoc,0,Netral
5,the besttttt,0,Netral
5,dokter muh giovani ditail keri alami,-2,Negatif
5,obat tebus kunjung estimasi maksimal januari paket customer service ya tanggap abang et aplikasi dokter ya balas chatnya banget,4,Positif
5,puas,1,Positif
5,bantu konsultasi dokter online respon saran sampa,2,Positif
1,pesan obat jam estimasi kabar kecewa,-1,Negatif
5,bantu halodocaplikasi gampang hemat konsultasi obat ringan,0,Netral
5,mantap respon cepat dokter ya sabar,4,Positif
4,bantu kala emergensi pakai langsung pakai usaha pakai suplemen alami tingkat imun pakai obat,0,Netral
5,bantu kala urgent konsultasi dokter,1,Positif
5,thnkss for halodoc bantuin dokter astrid bantu atas permalasahan jerawat,-1,Negatif
5,mantap,1,Positif
5,sangan bantu saat emergencypuas banget pokok,1,Positif
5,bantu orang alami ganggu sehat tubuh mental,-3,Negatif
5,sangaat puas ya,2,Positif
5,bantu masalah sehat terimakasih halodoc,0,Netral
5,bagus cepat aman percaya,1,Positif
5,bantu konsultasi online halodoc,1,Positif
5,pergi psikolog offline tangan inginkantapi senang hati berterimakasih dokter shinta utami,1,Positif
5,bantu,0,Netral
5,bantu konsultasi google mending langsung dokter,2,Positif
5,bagus bantu banget,1,Positif
5,aplikasi guna,0,Netral
5,ok deteksi dahulu,1,Positif
5,bantu urgent,0,Netral
5,coba moga manfaat,2,Positif
2,jam beli obat tempat beda beda beli obat ongkir bengkak info produk beli apotek pilih info toko sedia produk pilih bolak keranjang list produk edit keranjang ribet,-7,Negatif
5,bagus ulas dokter asih motifaai,0,Netral
3,apk ya error ya,1,Positif
5,bantu manfaat,1,Positif
5,good way keep our health,1,Positif
5,bantu sakit pergi rumah terimakasih halodoc,1,Positif
5,guna mudah,1,Positif
5,mudah cepat,0,Netral
4,aplikasi halodoc efektif daerah kurang dokter spesialis konsultasi sehat langsung dokter spesial,3,Positif
5,dokter ramahhhh,0,Netral
5,layan cepat,0,Netral
5,dokter cepat chat keluh terimakasih,2,Positif
5,bagus bantu,0,Netral
5,dokter ya bantu,1,Positif
5,dokter cepat balesnya enak tunggu,-1,Negatif
5,dokter sabar,1,Positif
5,bantu kaum introvert,0,Netral
5,bantu,0,Netral
1,pesan obat halodoc harga mahal banding toko offline bayar menit transaksi bayar masuk pesan komplain telepon jaring bagus halo bilang respon sorry sayang halodoc uninstal bintang worth,3,Positif
5,barang cepat kirim,1,Positif
3,aplikasi suka henti konsultasi aplikasi langsung,-1,Negatif
5,aplikasi simple mudah dokter ya bagus,1,Positif
5,mudah fast respon,1,Positif
5,keren,0,Netral
5,puas pelayananannya,1,Positif
5,konsultasi ibrahim spp halodoc bantu tingkat layan online ya halodoc tambah dokterdokter senior,3,Positif
4,terima kasih dengn adany halodoc sngat mmbntu brfkir positif,2,Positif
5,josgandos asr,0,Netral
2,domisili cilebut barat apotek daerah ciampea pakai gosend ment aneh apotek dekat kasihan abang gojek jauh,-1,Negatif
5,mantap fast respon kirim obat cepat,2,Positif
5,layan cepat,0,Netral
5,mudah konsultasi,1,Positif
5,bantu saat sakit,-1,Negatif
5,baik,0,Netral
5,dokter banget fast respon kasih jelas mudah dimengertisehat ya dok,4,Positif
3,halodoc ya error masuk daftar,-1,Negatif
2,beli obat via apps apotek kirim apotek dekat beda kota tinggal kota jawa apotek bandung,-4,Negatif
5,mudah beli obat mantap,0,Netral
5,layan cepat,0,Netral
4,cepat kali sesi konsula,0,Netral
1,aplikasi nipu customer sambung asuransi kali coba biaya konsultasi obat gratis coba konsultasi beli obat info ya biaya gratis tercover asuransi selesai konsultasi muncul tagih info bayar tagih tolak aneh banget diagnosa obat biaya coba tiga kali hasil plafond asuransi juta,-1,Negatif
1,susah halodoc toko obat dekat titik lokasi pasienkota pekanbaru halodoc susah ampun pasien mikir estimasi obat luar kota pasen kota pekanbaru contoh ya toko obat resmi kota pekanbaru kimia farma bumn loh parah halodog keburu mati pasien obat mohon maaf halodoc kasih bintang,-10,Negatif
5,bantu dokter paham sampai bahasa batas,-2,Negatif
5,manfaat konsultasi sehat,2,Positif
5,mantap aplikasi,0,Netral
5,tolong,0,Netral
5,dokter lydia ramah informatif,0,Netral
5,solusi keluarga sakit pergi an beli obat,-1,Negatif
5,ringkas cepat bantu,-1,Negatif
2,aplikasi bagus cuman kendala bayar dokter ya offline uang kecewa ganti dokter bayar kali,0,Netral
1,aplikasi jelek banget lah konsultasi selesai aplikasi lapor cs konsultasi bayar loh balikin uang,1,Positif
5,dokter bantu,0,Netral
5,alhamdulillah,1,Positif
4,dokter enak cepat nangepinnya,0,Netral
3,konfirmasi cari apk cs ya plis halodoc apk potensi but cari apotik dekat mitra kirim tolong baik minggu paket kirim terkahir hubung jalan jalannn tolonggg obatttt beli lumayan harga tolong ganti ekspedisiiiiii baik cs ya,6,Positif
5,medis dokter,0,Netral
5,dokter detail,1,Positif
5,dokter kulit rini hastuti spdve konsultasi bantu halodoc konsultasi online antre trimkasih,2,Positif
5,mudah,0,Netral
5,baik dokter ya ngejelasin ya detail,3,Positif
5,bantu ya halodoc saran obat tretment tampa rumah sakit rumah sakit rekomensasikan dokter halodoc,0,Netral
5,ramah dokter,0,Netral
5,mudah beli obat bantu,-1,Negatif
5,mudah beli obat tebus resep dokter,0,Netral
5,mud capat praktis,1,Positif
5,bagus konsultasi repot jalan rumah sakit,0,Netral
5,bantu langsung konsultasi dokter fast respon,3,Positif
5,respond cepat,0,Netral
4,layan cptsangat bantu,0,Netral
5,aplikasi bantu aplikasi atur jarak maksimal kirim kesi driver ya contoh kirim obat jaksel tangerang obat ya sedia apotek terimakasih mohon tingkat aplikasi,2,Positif
5,bagus dokter hebat sampai,0,Netral
5,layan muas,1,Positif
2,aplikasi merespon pencet tolong,-1,Negatif
5,dokter ya ramah kirim obat cepat,1,Positif
5,ok banget,2,Positif
5,langgan dokter,1,Positif
5,manfaat kerja klinik rumah dakit,3,Positif
5,klinik halodoc bantu,0,Netral
5,aplikasi bantu,-1,Negatif
4,moga bantu resep dokter,2,Positif
5,cepat efesien urgen,-1,Negatif
5,dokter raynaldo informatif bagus,0,Netral
5,bantu terima kasih,1,Positif
5,terimakasih halodoc konsultasi dokter mudah,2,Positif
5,kali konsultasi dokter masyaallah bagus layan ramah,1,Positif
5,terimakasih layan ya,2,Positif
4,bantu konsultasi dokter,1,Positif
1,apk sampah jam pesan pakai exspress,-1,Negatif
5,bantu banget moga sukses ya halodoc,4,Positif
5,bantu banget depresi,0,Netral
5,kualitas,1,Positif
1,profesional kirim barang dibetalase,1,Positif
5,okeeeee mudah konsultasi muka,1,Positif
5,konsultasi muas dokter,2,Positif
2,obat kirim minggu dibatalin bjsa cs halodoc hubung buset banget,1,Positif
5,terima kasih dokter riska gercep banget tau,1,Positif
5,puas aplikasi,0,Netral
5,mantap bantu,1,Positif
2,please gaboleh negara malaysia kah,-2,Negatif
5,detail bantu,1,Positif
5,aplikasi bagus suka dokter fast respon,0,Netral
5,bantu hidup orang tinggal kota dokter,-1,Negatif
5,bantu aplikasi,-1,Negatif
5,halodoc pergi rumah sakit puas layan ya,2,Positif
1,masuk akun nomer telepon malaysia negara malaysia ya tolong update biar pakai nomer malaysia,0,Netral
5,respon dokter,1,Positif
5,bantu masy sehat butuh dokter obat rumah gaperlu antre,-1,Negatif
4,halodoc respon dokter ya lambat apotik pilih jauh kurir lelet kecewa pakai halodoc kali kecewa banget tlglah baik,2,Positif
5,dokter banget,1,Positif
5,konsultasi dokter gizi mealplan sesuai keluh sayamakasih ya,3,Positif
1,kirim obat lot estimasi,-1,Negatif
5,bagus cepat tanggap,1,Positif
5,bagus ramah cepat,0,Netral
5,dokter ya ramah ya takut konsultasi semenjak tau dokter ya soft spoken suka deh,3,Positif
5,helpfull,0,Netral
5,bagus banget aplikasi ya gampang konsultasi dokter,2,Positif
5,bagus asuransi kantor pakai obat,-1,Negatif
5,bagus dokter gercep,0,Netral
5,cepat bagus pelayananya,0,Netral
5,sesuai,1,Positif
5,praktisss,0,Netral
5,bantu keluarga sakit butuh resep dokter beli obat suka aplikasi halodoc ya best,-2,Negatif
1,uninstall install,0,Netral
5,tq dokt,1,Positif
5,responnya cepat layan ya bagus,1,Positif
5,bantu libur negeri suami sakit konsultasi halodoc,1,Positif
5,bantu daruratemergency,0,Netral
5,terimakasih bantu,1,Positif
5,lumayan bantu kala sibukrepot harga affordable tks halodoc,1,Positif
5,respon ya cepat jasa,3,Positif
5,ramah jelas ya terimakasih dokter,2,Positif
5,lengkap mudah,0,Netral
5,terima kasih kirim kemudi ramah sopan,3,Positif
5,bantu mudah transaksi,1,Positif
5,bantu klik klik langsung terima kasih halodoc,2,Positif
5,good,1,Positif
2,sih durasi konsultasi nya jam konsultasi byr loh kelar konsultasi habis efektif komsulnya aplikasi orang artenatif obat loh duitin hl bagus dokter nya aplikasiny jelek,2,Positif
1,bad beli salep konsultasi gratis server sibuk tolong konsultasi kembang cih,3,Positif
5,dokter ramah terimakasih,1,Positif
5,bantu cepat,0,Netral
1,kerjasama astra proses claim reimbursement aman cair,0,Netral
5,mesan mudah dokter konsultatif,0,Netral
1,parah tunggu tracking pesan pas lihat kembali terima telpon gaka telpon payah nih saat darurat,2,Positif
5,bantu saat darurat konsultasi langsung dokter,2,Positif
5,bantu,0,Netral
5,bagus bantu pasien,0,Netral
5,simpel ribet,0,Netral
5,dokter baikhatisangat bantu menherti jelas ya,1,Positif
5,mmbantu aplg pas urgent dokter cuti rs,1,Positif
5,balas chat dokter,1,Positif
5,bantu mudah,0,Netral
5,rekomen banget ya sabar atas ku super bawel hihi thank hallodoc,2,Positif
1,halo dok butuh uang ya bayar konsultasi pas pesan obat bayar gknbisa sen uang hangus pesan ulang uang ngecewain banget,3,Positif
1,baca pasien konsultasi beda profil pilih bayar chat admin slowrespon banget payah,1,Positif
5,bermanpaat,0,Netral
4,dokter slow respon kasih menit,2,Positif
5,bantu mudah obat,-1,Negatif
5,kali konsultasi halodoc dokter respon dokter gizi an fransiska raharjo bantu,2,Positif
5,andal,0,Netral
5,responsif dokter,0,Netral
5,dokter langgan layan sopan akhlak beliau sibuk hehehe terima kasih halodoc,3,Positif
5,layan cepat dokter halodok rekomendasi obat moga layan tahan,0,Netral
1,sumpaahhhh download aplikasi sesal,-1,Negatif
5,bagus aplikasi guna sehat,0,Netral
5,kirim cepat,1,Positif
5,canggih cepatt,0,Netral
5,bantu praktis,1,Positif
5,suka layan kirim cepat aplikasi baik keluarga,0,Netral
5,amanah cepat,1,Positif
5,good joob,1,Positif
5,layan bagus,0,Netral
5,coba menu menu aplikasi oke moga depan bayar debit bank,1,Positif
5,halodoc bantu anak sakit kondisi weekend libur nataru mana dokter libur cuti halodoc ready banyak opsi dokter biaya variatif jangkau,1,Positif
4,menbbntu membutuhkaan konsultasi resep cepat,2,Positif
5,simple cepat tanggap,2,Positif
5,dokter ya ramah jelas,1,Positif
5,alhamdulillah halo doc mudah konsultasi obat dokter,2,Positif
5,halodoc baik,0,Netral
5,mantaps,0,Netral
5,bantu rsfaskes chat dokter kasih resep beli pribadi apk nyasukses,2,Positif
4,tatap wajah chat,2,Positif
5,terimakasih,1,Positif
2,buka aplikasi aju klaim reinbersment layar penuh text fitur potong mohon baik,-3,Negatif
5,bantu konsultasi keluh butuh resep dokter the bestttt,1,Positif
5,bantu masyaallah,0,Netral
5,aplikasi manfaat bagus banget,1,Positif
4,kasih teks estimasi pesan obat opsi kurir reguler tulis instan situ tulis checkout diberitau ampas refund untung thx,-3,Negatif
5,good job,1,Positif
5,aplikasi halodoc bagus guna,0,Netral
1,konsultasi cuman lihat doang balas bayar gadapet jelas cuman rugi doang,1,Positif
5,aplikasi halodoc sangatsangat bantu mudah informasi obat,-2,Negatif
5,bantu ya halodoc satset banget nyaobat lengkap terimakasih ya,4,Positif
5,terimakasih bantu,1,Positif
5,dokter respon cepat kirim obat cepat bantu antri cari dokter praktek,0,Netral
5,terimakasih dokter cepat tanggap kait hasil lab sayalakukan jelas rekomendasi vitamin sesuai tingkat mantap,7,Positif
5,efektif konsultasi dokter tertanganidengan cepat,2,Positif
1,minggu paket gilir ajuin kembali dana tuju suruh tunggu paket mulu balikin uang min tolong pakai beli skincare tempat aplikasi sakit,-1,Negatif
5,bantu malas rs,-1,Negatif
5,bantu banget sih rs antri,1,Positif
5,bagus ulas bantu,0,Netral
5,aplikasi bantu,-1,Negatif
5,cepat,0,Netral
5,bantu mudah cari obat sulit apotek laincuma kirim cepat,-1,Negatif
2,bayar dokter bilang slr slr parah bilang sibuk sibuk disempetin diresepin no recomend banget sia sia duit gua,-3,Negatif
4,nih dokter ambar spesialis kulit payment muncul orang payment konsultasi,2,Positif
5,bantu konsultasi temu dokter spesialis langsung,4,Positif
1,aplikasi gaguna pesan obat instan ya ditrack pas kurir ya hubung cust nomor cust ya isi no telepon bari aplikasi anehh urgentt,1,Positif
5,konsultasi dokter pilih ramah saran obat,-1,Negatif
5,bikin obat gampang,-1,Negatif
5,responsif,0,Netral
5,bagus terimakasih halo dok,3,Positif
5,bantu banget,1,Positif
5,terima kasih halodoc bantu konsultasi kulit sembuh,3,Positif
5,batu butuh,-1,Negatif
5,mudah,0,Netral
4,bintang ya pakai produk haloskin konsultasi lumayan bantu,3,Positif
5,aplikasi bantu konsultasi dokter kunjung fisik,0,Netral
5,sangangat rekomendasi,0,Netral
5,bagus,0,Netral
5,puas konsultasi tas moga lekas sembuh mksi dok,5,Positif
5,mudah cari obat,-2,Negatif
5,sesuai harap,1,Positif
5,profesional asa visit langsung,1,Positif
4,nih lumayan,0,Netral
5,bantu konsultasi dokter cepat,1,Positif
5,respon cepat melayanitrimakasih,1,Positif
5,halo dok bantu kaum introvert baik sesi harap panjang ya terimakasih bantu hehe,5,Positif
5,alam pakai halodoc,0,Netral
5,respon cepat jelas mudah erti,1,Positif
5,dokter sabar,1,Positif
5,ramah cepat,0,Netral
5,respon dokter bagus moga lekas sembuh,3,Positif
5,syukur banget ketemu apk jerawat baik,2,Positif
5,dokter ya,1,Positif
5,bantu banget pesan obat,0,Netral
5,dokter ya ramah,1,Positif
5,mudah bantu,0,Netral
5,bantu konsultasi via online halodoc initerimakasih,1,Positif
3,bagimna bayar halodoc,0,Netral
5,cepat,0,Netral
5,manfaat aplikasi konsultasi dokter,1,Positif
5,batu ya aplikasi inibuat mageran,0,Netral
1,aplikasi amanah banget bayar konsultasi dokter sibuk saldo potong aplikasi chat ulang suruh bayar,1,Positif
4,bantu terima kasih,1,Positif
5,ok puas,2,Positif
5,bantu urgensi,0,Netral
4,moga baik dokter biar konsultasi informasi,2,Positif
5,terimakasih banget tolong,2,Positif
5,application served internet health service global,0,Netral
5,dokter asih keluh,0,Netral
5,aplikasi manfaat konsultasi dokter ketemu dokter langsung,3,Positif
5,nih aplikasi dokter responsive helpful,-1,Negatif
5,jelas ya,1,Positif
5,halodoc,0,Netral
5,dokter ramah fast respon,1,Positif
4,tolong fitur mudah customer driver hubung mes obat online terima kasih,0,Netral
5,bantu,0,Netral
5,konsultasi dokter bantu,1,Positif
5,dokter bantu terpecaya mudah erti sara,-1,Negatif
5,apk bagus bantu,0,Netral
5,ok banget,2,Positif
5,ya,1,Positif
5,bantu,0,Netral
5,mantaaaap,0,Netral
5,bantu,0,Netral
5,nembantu,0,Netral
5,efektif keluh sakit dokter ramah sehat salam sehat,0,Netral
5,saran,0,Netral
5,bantu atas jerawat,-2,Negatif
1,dokter kayak ngantuk maaf ya,-1,Negatif
5,aplikasi bantu butuh vitamin obat cepat banget respon ya kirim,1,Positif
5,guna bantu,1,Positif
5,apk ya bagus banget makasiih bantuu sayaaa,2,Positif
